Date,Open,High,Low,Close,Volume
7-Apr-14,121.92,125.62,117.30,119.60,310195
4-Apr-14,125.97,126.50,122.08,122.84,152514
3-Apr-14,125.00,126.19,123.01,124.96,185827
2-Apr-14,125.52,126.84,123.05,125.28,229795
1-Apr-14,122.47,125.99,120.98,125.84,288679
31-Mar-14,117.78,123.81,117.77,121.66,249066
28-Mar-14,119.53,121.24,116.30,117.59,229100
27-Mar-14,115.02,121.33,114.01,119.70,271641
26-Mar-14,114.99,116.26,113.39,114.46,187087
25-Mar-14,115.88,117.62,113.60,114.97,180056
24-Mar-14,116.53,119.48,113.09,115.41,191462
21-Mar-14,117.82,119.06,115.05,115.82,160172
20-Mar-14,116.95,118.92,115.41,117.72,189460
19-Mar-14,115.17,120.61,113.78,117.38,269451
18-Mar-14,115.06,116.80,112.40,115.55,187762
17-Mar-14,113.29,114.94,112.28,114.50,180304
14-Mar-14,111.46,117.37,110.06,112.60,320975
13-Mar-14,111.99,113.54,110.06,112.05,281214
12-Mar-14,112.19,112.72,110.15,112.27,249779
11-Mar-14,110.77,114.26,110.57,112.55,344651
10-Mar-14,107.97,111.95,107.85,110.92,313899
7-Mar-14,108.45,109.82,107.30,107.97,237451
6-Mar-14,104.62,109.90,104.62,107.51,329719
5-Mar-14,103.74,105.69,102.75,104.10,298655
4-Mar-14,101.63,104.92,100.86,103.33,286322
3-Mar-14,97.47,102.00,97.47,100.95,432994
28-Feb-14,100.33,100.96,97.00,98.38,289957
27-Feb-14,99.89,101.95,96.50,99.94,660708
26-Feb-14,116.75,120.35,98.26,101.00,1310194
25-Feb-14,112.64,121.06,112.64,116.76,415472
24-Feb-14,113.11,117.27,111.27,113.03,291717
21-Feb-14,107.57,115.52,105.90,113.55,611290
20-Feb-14,113.16,114.61,104.93,107.14,813170
19-Feb-14,114.31,116.42,112.02,113.55,514218
18-Feb-14,120.83,120.98,112.21,115.00,600492
14-Feb-14,124.43,126.09,117.28,120.12,401431
13-Feb-14,116.71,129.77,114.00,124.74,478945
12-Feb-14,117.32,122.97,115.70,120.85,605927
11-Feb-14,121.27,126.50,117.25,117.73,538925
10-Feb-14,121.15,125.10,121.02,121.68,219285
7-Feb-14,125.50,127.53,121.26,123.60,427762
6-Feb-14,132.23,134.78,118.00,125.51,843505
5-Feb-14,128.02,133.53,126.48,133.40,265069
4-Feb-14,130.15,130.78,126.22,128.24,167005
3-Feb-14,130.23,131.87,128.78,129.79,271731
31-Jan-14,133.16,133.27,130.05,130.74,110045
30-Jan-14,131.07,136.00,130.51,134.44,134036
29-Jan-14,131.50,134.55,129.08,129.75,170801
28-Jan-14,134.11,135.50,132.01,133.39,146519
27-Jan-14,138.85,138.94,131.25,134.95,149627
24-Jan-14,140.00,140.96,137.00,137.43,191073
23-Jan-14,148.35,148.35,137.50,141.35,194231
22-Jan-14,152.00,154.26,147.75,148.36,136301
21-Jan-14,150.50,150.87,144.50,148.21,207693
17-Jan-14,156.03,156.63,150.26,150.87,69499
16-Jan-14,158.02,162.93,153.67,156.63,59027
15-Jan-14,155.51,159.41,153.18,158.40,94441
14-Jan-14,158.86,160.78,152.50,155.75,114862
13-Jan-14,162.23,162.23,157.46,158.81,40884
10-Jan-14,164.61,164.61,161.03,162.93,50612
9-Jan-14,163.30,164.92,160.00,164.48,101422
8-Jan-14,156.32,161.26,147.29,160.46,359642
7-Jan-14,160.94,160.97,152.32,156.12,227406
6-Jan-14,163.50,163.50,160.43,161.00,105604
3-Jan-14,162.07,163.82,159.52,162.99,78133
2-Jan-14,157.82,163.22,156.15,161.64,110976
31-Dec-13,156.16,160.97,156.16,158.63,65116
30-Dec-13,160.90,160.90,156.31,157.85,52521
27-Dec-13,161.86,162.00,159.29,160.95,69428
26-Dec-13,158.94,164.01,158.24,161.04,71461
24-Dec-13,158.60,159.80,158.13,158.93,14736
23-Dec-13,160.70,160.70,158.26,159.30,33096
20-Dec-13,159.11,160.19,156.64,160.06,115674
19-Dec-13,158.04,160.22,157.42,159.40,54428
